"Employeurs ayant obtenu une étude d’impact sur le marché du travail  (EIMT) positive en 2020 (avril-juin), par volet, classification nationale des professions (CNP) 2011 et lieu de affaires",,,,,,
Province/Territory,Volet,Employeur,Adresse,Profession sous CNP 2011,Postes Approuvés,
Ontario,  Agriculture primaire,2510254 Ontario Inc,"Brantford, N3T0G2",8431-Ouvriers agricoles,8,
Ontario,  Agriculture primaire,2583381 Ontario Inc.,"East Garafaxa, L0N1G0",8431-Ouvriers agricoles,3,
Ontario,  Agriculture primaire,2636227 Ontario Inc.,"Clarksburg, N0H1J0",8431-Ouvriers agricoles,9,
Ontario,  Agriculture primaire,3-Man Farm Inc.,"Mississauga, L5M0E1",8431-Ouvriers agricoles,2,
Ontario,  Agriculture primaire,473355 Ontario Limited,"Niagara-on-the-Lake, L0S1J0",8431-Ouvriers agricoles,13,
Ontario,  Agriculture primaire,617885 Ontario Ltd. O/A Jem Farms,"Ruthven, N0P2G0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1,
Ontario,  Agriculture primaire,617885 Ontario Ltd. O/A Jem Farms,"Ruthven, N0P2G0",8432-Ouvriers de pépinières et de serres,52,
Ontario,  Agriculture primaire,6680283 Canada Inc,"St-Eugène, K0B1P0",8431-Ouvriers agricoles,1,
Ontario,  Agriculture primaire,711811 Ontario Inc,"Milton, L9E0Y8",8431-Ouvriers agricoles,1,
Ontario,  Agriculture primaire,768308 Ontario Inc,"Thamesville, N0P2K0",8431-Ouvriers agricoles,14,
Ontario,  Agriculture primaire,776536 ont ltd,"colborne, K0K1S0",8431-Ouvriers agricoles,1,
Ontario,  Agriculture primaire,794803 Ontario Inc.,"Millgrove, L0R1V0",8432-Ouvriers de pépinières et de serres,14,
Ontario,  Agriculture primaire,8342008 Canada Ltd,"WATERFORD, N0E1Y0",8432-Ouvriers de pépinières et de serres,1,
Ontario,  Agriculture primaire,869792 ONTARIO LTD,"Dresden, N0P1M0",8431-Ouvriers agricoles,4,
Ontario,  Agriculture primaire,A.H. Garden Produce Inc.,"Mississauga, L5J3C5",8431-Ouvriers agricoles,1,
Ontario,  Agriculture primaire,Albuna Express Ltd.,"Leamington, N8H3V5",8432-Ouvriers de pépinières et de serres,2,
Ontario,  Agriculture primaire,Amco Farms Inc.,"Leamington, N8H3W1","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",8,
Ontario,  Agriculture primaire,Amco Farms Inc.,"Leamington, N8H3W1",8432-Ouvriers de pépinières et de serres,30,
Ontario,  Agriculture primaire,Andrewes Farm Limited,"Beamsville, L0R1B3",8431-Ouvriers agricoles,2,
Ontario,  Agriculture primaire,Aphria Inc,"LEAMINGTON, N8H1N8",8432-Ouvriers de pépinières et de serres,55,
Ontario,  Agriculture primaire,Ardis Ranch Inc.,"Wallaceburg, N8A4L3",8431-Ouvriers agricoles,5,
Ontario,  Agriculture primaire,ASHLEY GARDENS INC.,"Leamington, N8H3V8",8432-Ouvriers de pépinières et de serres,10,
Ontario,  Agriculture primaire,AUSABLE ORCHARDS LTD.,"London, N6P1M6",8431-Ouvriers agricoles,12,
Ontario,  Agriculture primaire,Bay Ridge Orchards Limited,"Meaford, N4L1X6",8431-Ouvriers agricoles,8,
Ontario,  Agriculture primaire,BERKDALE FARMS INC,"MARKDALE, N0C1H0",8431-Ouvriers agricoles,1,
Ontario,  Agriculture primaire,BEST ASIA FARMS LTD.,"Queensville, L0G1R0",8431-Ouvriers agricoles,30,
Ontario,  Agriculture primaire,Beverly Greenhouses Limited,"Waterdown, L8B1K2",8432-Ouvriers de pépinières et de serres,7,
Ontario,  Agriculture primaire,Birch Lawn Farms Ltd.,"Atwood, N0G1B0",8431-Ouvriers agricoles,2,
Ontario,  Agriculture primaire,Boekestyn Greenhouses Inc.,"Jordan Station, L0R1S0",8432-Ouvriers de pépinières et de serres,1,
Ontario,  Agriculture primaire,BRADFORD GREENHOUSES LTD.,"BARRIE, L4M4S4",8431-Ouvriers agricoles,10,
Ontario,  Agriculture primaire,Brandy Creek Farms Ltd,"La Salette, N0E1H0",8431-Ouvriers agricoles,6,
Ontario,  Agriculture primaire,Brenn-B Farms Limited,"Waterdown, L8B1L8",8431-Ouvriers agricoles,1,
Ontario,  Agriculture primaire,Bright Pork Livestock Inc.,"Bright, N0J1B0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1,
Ontario,  Agriculture primaire,Bull Market Farms Inc,"Leamington, N8H5K9",8432-Ouvriers de pépinières et de serres,6,
Ontario,  Agriculture primaire,Burnham Family Farm Market Ltd.,"Cobourg, K9A4J7",8431-Ouvriers agricoles,2,
Ontario,  Agriculture primaire,C.J. Bradley & Sons Limited,"Cottam, N0R1B0",8431-Ouvriers agricoles,3,
Ontario,  Agriculture primaire,Caledon Produce Farms Ltd.,"Burford, N0E1A0",8431-Ouvriers agricoles,12,
Ontario,  Agriculture primaire,Cervini Farms (1993) Inc.,"Leamington, N8H3V5",8432-Ouvriers de pépinières et de serres,38,
Ontario,  Agriculture primaire,Chary Produce Ltd.,"Oakland, N0E1L0",8431-Ouvriers agricoles,5,
Ontario,  Agriculture primaire,Chip's Produce Ltd,"Bradford, L3Z4A7",8431-Ouvriers agricoles,5,
Ontario,  Agriculture primaire,chpajo farms ltd.,"Wallaceburg, N8A4L3",8431-Ouvriers agricoles,1,
Ontario,  Agriculture primaire,Clendenning Bayview Farms Inc.,"Blenheim, N0P1A0",8431-Ouvriers agricoles,25,
Ontario,  Agriculture primaire,Creekside Greenhouses Limited,"Jordan Station, L0R1S0",8432-Ouvriers de pépinières et de serres,2,
Ontario,  Agriculture primaire,Crimson Lane Farms Inc,"Moorefield, N0G2K0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1,
Ontario,  Agriculture primaire,DA FENG FARMS INC.,"Port Hope, L1A3V5",8431-Ouvriers agricoles,2,
Ontario,  Agriculture primaire,Debackere Farms Inc,"Union, N0L2L0",8431-Ouvriers agricoles,6,
Ontario,  Agriculture primaire,DeGroot Pork Net Inc.,"MONKTON, N0K1P0",8431-Ouvriers agricoles,5,
Ontario,  Agriculture primaire,Den Boer Family Farm Inc.,"Otterville, N0J1R0",8431-Ouvriers agricoles,6,
Ontario,  Agriculture primaire,Dentz Orchards and Berry Farm Inc,"Iroquois, K0E1K0",8431-Ouvriers agricoles,3,
Ontario,  Agriculture primaire,DeVries Fruit Farm Ltd,"Fenwick, L0S1C0",8431-Ouvriers agricoles,4,
Ontario,  Agriculture primaire,Di Ciocco Farms Eastside Inc,"Leamington, N8H3V6",8432-Ouvriers de pépinières et de serres,9,
Ontario,  Agriculture primaire,Di Ciocco Farms Incorporated,"Leamington, N8H3V6",8432-Ouvriers de pépinières et de serres,19,
Ontario,  Agriculture primaire,Di Ciocco Sonny Farms Inc,"Leamington, N8H3V6",8432-Ouvriers de pépinières et de serres,4,
Ontario,  Agriculture primaire,DIMENNA NURSERIES LIMITED,"Ruthven, N0P2G0",8432-Ouvriers de pépinières et de serres,1,
Ontario,  Agriculture primaire,Donnandale Farms Inc.,"Stirling, K0K3E0",8431-Ouvriers agricoles,2,
Ontario,  Agriculture primaire,Drakeland Farms Ltd.,"Grande Pointe, N0P1S0",8611-Manoeuvres à la récolte,30,
Ontario,  Agriculture primaire,DT Enterprise Farms Ltd,"Ruthven, N0P2G0",8431-Ouvriers agricoles,20,
Ontario,  Agriculture primaire,DUTCH MILL GARDENS INC,"LYNDEN, L0R1T0",8431-Ouvriers agricoles,16,
Ontario,  Agriculture primaire,DUTCHMASTER NURSERIES LTD,"Brougham, L0H1A0","8255-Entrepreneurs et superviseurs des services de l'aménagement paysager, de l'entretien des terrains et de l'horticulture",1,
Ontario,  Agriculture primaire,DVS Farms Ltd.,"Tupperville, N0P2M0",8431-Ouvriers agricoles,8,
Ontario,  Agriculture primaire,Dykstra Orchards Ltd,"Clarksburg, N0H1J0",8431-Ouvriers agricoles,1,
Ontario,  Agriculture primaire,eNature Greenhouses Inc.,"Carlisle, L0R1H0",8432-Ouvriers de pépinières et de serres,10,
Ontario,  Agriculture primaire,Erieview Acres Inc,"KINGSVILLE, N9Y2N1",8432-Ouvriers de pépinières et de serres,1,
Ontario,  Agriculture primaire,ES Holdings Inc.,"Courtland, N0J1E0",8431-Ouvriers agricoles,5,
Ontario,  Agriculture primaire,"Exeter Produce & Storage Company, Limited","Exeter, N0M1S3",8431-Ouvriers agricoles,2,
Ontario,  Agriculture primaire,EZ GROW FARMS LTD.,"Langton, N0E1G0",8431-Ouvriers agricoles,27,
Ontario,  Agriculture primaire,F&R Mushroom Farms Ltd.,"Greenwood, L1Y1A2",8431-Ouvriers agricoles,4,
Ontario,  Agriculture primaire,F. MORO AND SONS LTD,"BRADFORD, L3Z4B7",8431-Ouvriers agricoles,6,
Ontario,  Agriculture primaire,Ferme Alfadair Ltee,"Beauchamp TWP, P0J1E0",8431-Ouvriers agricoles,2,
Ontario,  Agriculture primaire,Ferme Darkalin Inc,"Dalkeith, K0B1E0",8431-Ouvriers agricoles,2,
Ontario,  Agriculture primaire,Ferme Henrard & Fils Inc.,"Curran, K0B1C0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1,
Ontario,  Agriculture primaire,Ferme P-A inc.,"Alfred, K0B1A0",8431-Ouvriers agricoles,2,
Ontario,  Agriculture primaire,Filsingers Organic Ltd.,"Ayton, N0G1C0",8611-Manoeuvres à la récolte,6,
Ontario,  Agriculture primaire,Flimo Farms Ltd,"WILLIAMSTOWN, K0C2J0",8431-Ouvriers agricoles,9,
Ontario,  Agriculture primaire,Flinkert Farms Inc.,"New Liskeard, P0J1P0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",2,
Ontario,  Agriculture primaire,Flower Group Operating Inc - One Floral Group,"Jordan Station, L0R1S0",8432-Ouvriers de pépinières et de serres,79,
Ontario,  Agriculture primaire,Foothill Greenhouses Ltd,"KING, L7B0G6",8432-Ouvriers de pépinières et de serres,4,
Ontario,  Agriculture primaire,Fruitwood Farms Ltd.,"Denfield, N0M1P0",8611-Manoeuvres à la récolte,20,
Ontario,  Agriculture primaire,G & M Howe & Sons Ltd,"Aylmer, N5H2R4",8431-Ouvriers agricoles,5,
Ontario,  Agriculture primaire,Gaio Acres Ltd.,"Niagara-on-the-Lake, L0S1J0",8431-Ouvriers agricoles,2,
Ontario,  Agriculture primaire,George Braun and Sons Farms LTD,"Delhi, N4B2W4",8431-Ouvriers agricoles,14,
Ontario,  Agriculture primaire,Georgedale Farms Ltd,"ELMWOOD, N0G1S0",8431-Ouvriers agricoles,1,
Ontario,  Agriculture primaire,Gillette Farms inc.,"Embrun, K0A1W0",8431-Ouvriers agricoles,3,
Ontario,  Agriculture primaire,Glenn Whiteside Farms ltd,"Alliston, L9R1V2",8431-Ouvriers agricoles,2,
Ontario,  Agriculture primaire,Goodyear Farm Ltd,"Queensville, L0G1R0",8431-Ouvriers agricoles,35,
Ontario,  Agriculture primaire,Grass Roots Farms King Ltd,"Kettleby, L7B0C7",8431-Ouvriers agricoles,3,
Ontario,  Agriculture primaire,Great Lakes Greenhouses Inc.,"Leamington, N8H3V6",8431-Ouvriers agricoles,5,
Ontario,  Agriculture primaire,Great Lakes Greenhouses Inc.,"Leamington, N8H3V6",8432-Ouvriers de pépinières et de serres,14,
Ontario,  Agriculture primaire,Green Pack Produce Inc,"ORONO, L0B1M0",8431-Ouvriers agricoles,4,
Ontario,  Agriculture primaire,Greenhill Produce (Thamesville) Ltd,"Thamesville, N0P2K0",8432-Ouvriers de pépinières et de serres,62,
Ontario,  Agriculture primaire,Greenholm Farms Ltd.,"Embro, N0J1J0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1,
Ontario,  Agriculture primaire,Greenholm Farms Ltd.,"Embro, N0J1J0",8431-Ouvriers agricoles,2,
Ontario,  Agriculture primaire,Greiden Farms Ltd,"St. Marys, N4X1C5","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1,
Ontario,  Agriculture primaire,Grenellen Farms Ltd.,"Embro, N0J1J0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1,
Ontario,  Agriculture primaire,H & L Koelen Farms ltd,"Paisley, N0G2N0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",2,
Ontario,  Agriculture primaire,H&A Mastronardi Farms Ltd.,"Kingsville, N9Y2E5",8432-Ouvriers de pépinières et de serres,3,
Ontario,  Agriculture primaire,H-9 Farms Ltd.,"Stratford, N5A6S4","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",2,
Ontario,  Agriculture primaire,hanns farms ltd,"La Salette, N0E1H0",8431-Ouvriers agricoles,7,
Ontario,  Agriculture primaire,Hayter's Turkey Farms Ltd,"Dashwood, N0M1N0",8431-Ouvriers agricoles,6,
Ontario,  Agriculture primaire,Hendrix Genetics Ltd,"Kitchener, N2K3S2",8431-Ouvriers agricoles,4,
Ontario,  Agriculture primaire,Henria Holsteins Inc.,"Conn, N0G1N0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1,
Ontario,  Agriculture primaire,Henria Holsteins Inc.,"Conn, N0G1N0",8431-Ouvriers agricoles,1,
Ontario,  Agriculture primaire,Hi-Berry Farm Inc,"Port Elgin, N0H2C6",8431-Ouvriers agricoles,1,
Ontario,  Agriculture primaire,Highline Produce Limited,"Leamington, N8H3V5",8611-Manoeuvres à la récolte,33,
Ontario,  Agriculture primaire,Hildreth Orchards Limited,"Jordan Station, L0R1S0",8431-Ouvriers agricoles,4,
Ontario,  Agriculture primaire,Hildrian Farms Limited,"Troy, L0R2B0",8431-Ouvriers agricoles,10,
Ontario,  Agriculture primaire,Hillside Hothouse Ltd,"Ruthven, N0P2G0",8432-Ouvriers de pépinières et de serres,2,
Ontario,  Agriculture primaire,HORTICO INC,"Waterdown, L0R2H1",8432-Ouvriers de pépinières et de serres,1,
Ontario,  Agriculture primaire,HR Desa Enterprises Ltd.,"Pain Court, N0P1Z0",8611-Manoeuvres à la récolte,15,
Ontario,  Agriculture primaire,Huffman Incorporated,"VANESSA, N0E1V0",8431-Ouvriers agricoles,4,
Ontario,  Agriculture primaire,Hundt Farms Incorporated,"Seaforth, N0K1W0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1,
Ontario,  Agriculture primaire,I.P.R. Farms Ltd,"Kingsville, N9Y2E4",8432-Ouvriers de pépinières et de serres,8,
Ontario,  Agriculture primaire,J & L Walker Farms Ltd.,"Aylmer, N5H2R1",8431-Ouvriers agricoles,3,
Ontario,  Agriculture primaire,J & M Sandhill Greenhouses Ltd,"Leamington, N8H3V5",8432-Ouvriers de pépinières et de serres,7,
Ontario,  Agriculture primaire,J Lipani & Son Sod Farms Ltd.,"Queensville, L0E1R0",8431-Ouvriers agricoles,1,
Ontario,  Agriculture primaire,J. Brush Farms Ltd.,"Harrow, N0R1G0",8431-Ouvriers agricoles,2,
Ontario,  Agriculture primaire,J.M. Hydroponics Ltd.,"Kingsville, N9Y2N5",8432-Ouvriers de pépinières et de serres,19,
Ontario,  Agriculture primaire,Janayco LTD,"Clear Creek, N0E1C0",8431-Ouvriers agricoles,4,
Ontario,  Agriculture primaire,Jc Fresh Farms Ltd.,"Kingsville, N9Y2E5",8432-Ouvriers de pépinières et de serres,8,
Ontario,  Agriculture primaire,JE HIEBERT FARMS INC,"Langton, N0E1G0",8431-Ouvriers agricoles,3,
Ontario,  Agriculture primaire,Jennen Bros Inc,"Dresden, N0P1M0",8431-Ouvriers agricoles,8,
Ontario,  Agriculture primaire,JR's Farming Ltd.,"VANESSA, N0E1V0",8431-Ouvriers agricoles,7,
Ontario,  Agriculture primaire,K.G.K PATIO FLOWERS INC.,"BURLIGTON, L7M0P7",8432-Ouvriers de pépinières et de serres,1,
Ontario,  Agriculture primaire,Kai Wiens Family Farm Ltd.,"NIAGARA ON THE LAKE, L0S1J0",8431-Ouvriers agricoles,3,
Ontario,  Agriculture primaire,Keint-he Winery and Vineyards Ltd.,"Wellington, K0K3L0",8431-Ouvriers agricoles,2,
Ontario,  Agriculture primaire,Kent Farm Supplies Limited,"Blenheim, N0P1A0",8431-Ouvriers agricoles,1,
Ontario,  Agriculture primaire,Kie Farms Ltd,"St. Marys, N4X1C4",8431-Ouvriers agricoles,6,
Ontario,  Agriculture primaire,KOZICKI PRODUCE LIMITED,"WATERFORD, N0E1Y0",8431-Ouvriers agricoles,4,
Ontario,  Agriculture primaire,La Gantoise Inc,"Lefaivre, K0B1J0",8431-Ouvriers agricoles,1,
Ontario,  Agriculture primaire,Lebo Farms Ltd,"Leamington, N8H3V8",8432-Ouvriers de pépinières et de serres,50,
Ontario,  Agriculture primaire,Level Plains Enterprises Inc.,"WAWA, P0S1K0",8431-Ouvriers agricoles,3,
Ontario,  Agriculture primaire,Linwell Gardens Ltd.,"Beamsville, L0R1B0",8432-Ouvriers de pépinières et de serres,5,
Ontario,  Agriculture primaire,M & C Bontje Ltd.,"Thorndale, N0M2P0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1,
Ontario,  Agriculture primaire,M & J Chromczak Farms Inc.,"BROWNSVILLE, N0L1C0",8431-Ouvriers agricoles,4,
Ontario,  Agriculture primaire,M&M Farms Ltd.,"Leamington, N8H4H3",8432-Ouvriers de pépinières et de serres,3,
Ontario,  Agriculture primaire,MacSween Farms Ltd.,"NIAGARA ON THE LAKE, L0S1J0",8431-Ouvriers agricoles,20,
Ontario,  Agriculture primaire,Mae-Mart Farms Ltd.,"WATERFORD, N0E1Y0",8431-Ouvriers agricoles,2,
Ontario,  Agriculture primaire,Manderley Turf Products Inc.,"Ottawa, K2E7S6",8431-Ouvriers agricoles,11,
Ontario,  Agriculture primaire,Marshland Gardens Ltd,"Bradford, L3Z2A6",8431-Ouvriers agricoles,2,
Ontario,  Agriculture primaire,Medisun Inc.,"Grande Pointe, N0P1S0",8432-Ouvriers de pépinières et de serres,22,
Ontario,  Agriculture primaire,Mendonca Holdings Inc.,"TILLSONBURG, N4G4G7",8431-Ouvriers agricoles,5,
Ontario,  Agriculture primaire,Michael Klosler Farms Ltd.,"Windham Centre, N0E2A0",8431-Ouvriers agricoles,1,
Ontario,  Agriculture primaire,Milagre Farms Limited,"Denfield, N0M1P0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",3,
Ontario,  Agriculture primaire,Miles Produce Ltd.,"WATERFORD, N0E1Y0",8431-Ouvriers agricoles,15,
Ontario,  Agriculture primaire,Millbank Fur Farm Limited,"Rockwood, N0B2K0",8431-Ouvriers agricoles,2,
Ontario,  Agriculture primaire,Monaghan Mushrooms Ltd.,"Campbellville, L0P1B0",8431-Ouvriers agricoles,28,
Ontario,  Agriculture primaire,MOR GRO FARMS INC.,"Kingsville N9Y 2E5, N9Y2E5",8432-Ouvriers de pépinières et de serres,11,
Ontario,  Agriculture primaire,Muller Farms Ltd,"Dashwood, N0M1N0",8431-Ouvriers agricoles,4,
Ontario,  Agriculture primaire,Nature Fresh Farms Inc.,"Leamington, N8H3V8","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",4,
Ontario,  Agriculture primaire,Nature Fresh Farms Inc.,"Leamington, N8H3V8",8432-Ouvriers de pépinières et de serres,38,
Ontario,  Agriculture primaire,Netherend Acres Inc.,"Thamesford, N0M2M0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",2,
Ontario,  Agriculture primaire,Newbrabant Farms Ltd.,"Lancaster, K0C1N0",8431-Ouvriers agricoles,2,
Ontario,  Agriculture primaire,Newcastle Farms LTD.,"Leamington, N8H3V5",8432-Ouvriers de pépinières et de serres,1,
Ontario,  Agriculture primaire,Obeid Farms 2014 Inc.,"VANESSA, N0E1V0",8431-Ouvriers agricoles,6,
Ontario,  Agriculture primaire,Oldwood Farms Inc.,"Hammond, K0A2A0",8431-Ouvriers agricoles,1,
Ontario,  Agriculture primaire,Ontario Mushroom Farms Inc.,"Ashburn, L0B1A0",8432-Ouvriers de pépinières et de serres,14,
Ontario,  Agriculture primaire,Ontario Pickle Corporation,"Chatham, N7M5J7",8431-Ouvriers agricoles,8,
Ontario,  Agriculture primaire,Ontario Plants Propagation Limited,"St. Thomas, N5P3T2",8432-Ouvriers de pépinières et de serres,60,
Ontario,  Agriculture primaire,Orangeline Farms Limited,"Leamington, N8H3V8",8432-Ouvriers de pépinières et de serres,17,
Ontario,  Agriculture primaire,Orchard Park Growers Ltd.,"St. Catharines, L2R6P9",8432-Ouvriers de pépinières et de serres,3,
Ontario,  Agriculture primaire,P&S VanBerlo Limited,"Simcoe, N3Y4K3",8431-Ouvriers agricoles,6,
Ontario,  Agriculture primaire,Pais Farms Inc.,"Simcoe, N3Y4K3",8431-Ouvriers agricoles,3,
Ontario,  Agriculture primaire,Peeters Mushrooms Inc.,"Blenheim, N0P1A0",8611-Manoeuvres à la récolte,12,
Ontario,  Agriculture primaire,Peppertree Greenhouses Ltd.,"Tupperville, N0P2M0",8432-Ouvriers de pépinières et de serres,6,
Ontario,  Agriculture primaire,PERFECT PICK FARMS LTD.,"London, N6G0K4",8431-Ouvriers agricoles,20,
Ontario,  Agriculture primaire,Peter Jennen Farms Inc,"Thamesville, N0P2K0",8431-Ouvriers agricoles,4,
Ontario,  Agriculture primaire,Peter Welsh Farming Inc. / Wayne Welsh Farms Inc.,"Scotland, N0E1R0",8431-Ouvriers agricoles,12,
Ontario,  Agriculture primaire,Pfenning's Organic Vegetables Inc.,"New Hamburg, N3A1T1",8431-Ouvriers agricoles,20,
Ontario,  Agriculture primaire,PharmHouse Inc.,"Staples, N0P2J0",8432-Ouvriers de pépinières et de serres,11,
Ontario,  Agriculture primaire,Philip Verhoeve Farms LTD,"Delhi, N4B2W4",8431-Ouvriers agricoles,6,
Ontario,  Agriculture primaire,Piccioni Bros. Mushroom Farm Ltd,"Dundas, L9H5E2",8611-Manoeuvres à la récolte,20,
Ontario,  Agriculture primaire,Pingle's Farm Market Ltd,"Hampton, L0B1J0",8431-Ouvriers agricoles,3,
Ontario,  Agriculture primaire,Pomas Farms Inc.,"Staples, N0P2J0",8431-Ouvriers agricoles,55,
Ontario,  Agriculture primaire,Procyk Farms (1994) Ltd,"WILSONVILLE, N0E1Z0",8431-Ouvriers agricoles,249,
Ontario,  Agriculture primaire,PROPLANT PROPAGATION SERVICES LTD.,"Jarvis, N0A1J0",8432-Ouvriers de pépinières et de serres,28,
Ontario,  Agriculture primaire,Protolight Farms Inc.,"Leamington, N8H3V8",8432-Ouvriers de pépinières et de serres,3,
Ontario,  Agriculture primaire,QUEENSTON TENDER FRUIT LTD,"NIAGARA ON THE LAKE, L0S1J0",8431-Ouvriers agricoles,7,
Ontario,  Agriculture primaire,R&G Magda Holdings Inc.,"Princeton, N0J1V0",8431-Ouvriers agricoles,2,
Ontario,  Agriculture primaire,Red Devon Grassfed Organics Ltd,"BOTHWELL, N0P1C0",8431-Ouvriers agricoles,2,
Ontario,  Agriculture primaire,Reed Verhoeve Farms Inc,"Simcoe, N3Y4K6",8431-Ouvriers agricoles,6,
Ontario,  Agriculture primaire,Reynolds Harvesting Ltd.,"Picton, K0K2T0",8431-Ouvriers agricoles,2,
Ontario,  Agriculture primaire,Ricciardelli Orchards Ltd,"NIAGARA ON THE LAKE, L0S1J0",8431-Ouvriers agricoles,4,
Ontario,  Agriculture primaire,Richwin Farms Inc.,"Jordan Station, L0R1S0",8431-Ouvriers agricoles,4,
Ontario,  Agriculture primaire,Robertdale Farms Ltd,"Earlton, P0J1E0",8431-Ouvriers agricoles,2,
Ontario,  Agriculture primaire,Rocky Top Farming Ltd.,"WATERFORD, N0E1Y0",8431-Ouvriers agricoles,5,
Ontario,  Agriculture primaire,Roelands Plant Farms Inc.,"Lambton Shores, N0N1J5",8432-Ouvriers de pépinières et de serres,31,
Ontario,  Agriculture primaire,Rosa Flora Growers Ltd,"Dunnville, N1A2W2",8432-Ouvriers de pépinières et de serres,8,
Ontario,  Agriculture primaire,RTM Farms LTD,"Leamington, N8H3V8",8432-Ouvriers de pépinières et de serres,8,
Ontario,  Agriculture primaire,RV FARMS INC.,"Langton, N0E1G0",8431-Ouvriers agricoles,1,
Ontario,  Agriculture primaire,Sandy Shore Farms Limited,"Port Burwell, N0J1T0",8431-Ouvriers agricoles,15,
Ontario,  Agriculture primaire,Scholten Farms Inc,"Simcoe, N3Y4K3",8431-Ouvriers agricoles,1,
Ontario,  Agriculture primaire,Schuyler Farms Limited,"Simcoe, N3Y4K3",8431-Ouvriers agricoles,4,
Ontario,  Agriculture primaire,Sedum Master Inc.,"Princeton, N0J1V0",8431-Ouvriers agricoles,1,
Ontario,  Agriculture primaire,Shabatura Farms Ltd.,"Windham Centre, N0E2A0",8431-Ouvriers agricoles,34,
Ontario,  Agriculture primaire,Smith Gardens Inc.,"Queensville, L0G1R0",8431-Ouvriers agricoles,1,
Ontario,  Agriculture primaire,Son in Law Produce LTD.,"Otterville, N0J1R0",8431-Ouvriers agricoles,7,
Ontario,  Agriculture primaire,Sonibrand Farm Inc.,"St.Isidore, K0C2B0",8431-Ouvriers agricoles,1,
Ontario,  Agriculture primaire,South West Ontario Veterinary Professional Corporation,"Stratford, N4Z1H3","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1,
Ontario,  Agriculture primaire,Spring Valley Gardens (Niagara) Inc.,"St. Catharines, L2R6P9",8432-Ouvriers de pépinières et de serres,19,
Ontario,  Agriculture primaire,Stanton Bros Ltd,"Ilderton, N0M2A0",8431-Ouvriers agricoles,2,
Ontario,  Agriculture primaire,Stefina Farms Inc.,"Blenheim, N0P1A0",8431-Ouvriers agricoles,3,
Ontario,  Agriculture primaire,Sunrise Farms Limited,"Kingsville, N9Y2N6",8432-Ouvriers de pépinières et de serres,2,
Ontario,  Agriculture primaire,Sunrise Greenhouses LTD,"Vineland, L0R2E0",8432-Ouvriers de pépinières et de serres,6,
Ontario,  Agriculture primaire,Sweaburg Orchard Inc.,"Beachville, N0J1A0",8431-Ouvriers agricoles,9,
Ontario,  Agriculture primaire,Terpstra Farms Ltd,"Brussels, N0G1H0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1,
Ontario,  Agriculture primaire,The Craigmore Group Inc,"Schomberg, L0G1T0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",2,
Ontario,  Agriculture primaire,The Hop Farm Inc.,"Gormley, L0H1G0",8431-Ouvriers agricoles,1,
Ontario,  Agriculture primaire,Thwaites Farms Ltd.,"NIAGARA ON THE LAKE, L0S1J0",8431-Ouvriers agricoles,4,
Ontario,  Agriculture primaire,Tigchelaar Berry Farms Inc.,"Vineland Station, L0R2E0",8431-Ouvriers agricoles,23,
Ontario,  Agriculture primaire,Tilecroft Farms Limited,"Osgoode, K0A2W0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1,
Ontario,  Agriculture primaire,Tupling Farms Ltd,"Melancthon, L9V1X1",8431-Ouvriers agricoles,6,
