Employer,Address,Positions,Province,Latitude,Longitude
743366 Alberta Ltd. o/a Tim Hortons,"1315 2nd Street West, Brooks, AB  T1R 1P7",5,Alberta,50.586761,-111.897154
744498 Alberta Ltd o/a Petro Canada / A & W,"16435 97th Street, Edmonton, AB  T5X 6A5",2,Alberta,53.626824,-113.491723
7521685 Canada Ltd o/a Pablaws Tax Services,"9613 41st Avenue, Suite 203, Edmonton, AB  T6E 5X7",1,Alberta,53.476494,-113.470263
755968 Alberta Ltd. o/a Capital Truck Body & Equipment,"21452 Township Road 524, Ardrossan, AB  T8E 2J3",3,Alberta,53.5124514,-113.0743237
763966 Alberta Ltd o/a Petro Canada,"Petro Canada, Box 99, Lake Louise, AB  T0L 1E0",1,Alberta,51.418756,-116.218762
765464 Alberta Ltd o/a Panago Pizza,"5005 51st Avenue, Leduc, AB  T9E 8C1",2,Alberta,53.2656,-113.552767
767430 Alberta Ltd o/a Mr. Detail,"15120 Bannister Road Southeast, Calgary, AB  T2X 1Z5",1,Alberta,50.9191985,-114.0684127
767647 Alberta Ltd o/a Victory Tile,"1039 Parkwood Way, Calgary, AB  T2J 3V5",1,Alberta,50.9274869,-114.0326365
768865 Alberta Ltd o/a A&W Beddington,"422 McKnight Boulevard Northeast, Calgary, AB  T2K 6A6",2,Alberta,51.096221,-114.055703
770677 Alberta Ltd o/a Rickys All Day Grill,"500 Country Hills Boulevard Northeast, Suite 620, Calgary, AB  T3K 4Y7",1,Alberta,51.1547905,-114.0560997
771092 Alberta Ltd o/a Macs Convenience Store,"3151 34B Avenue Northwest, Edmonton, AB  T6T 1T6",1,Alberta,53.46653,-113.390688
776826 Alberta Ltd. o/a Castrol Raceway,"7003 Girard Road, Edmonton, AB  T6B 2C4",1,Alberta,53.512062,-113.434689
776959 Alberta Ltd o/a Spice Centre,"9280 34th Avenue, Edmonton, AB  T6E 5P2",1,Alberta,53.46565,-113.471746
7774 Holdings Ltd o/a Centex,"2105 52nd Street Southeast, Calgary, AB  T2B 2N3",1,Alberta,51.034443,-113.958398
7774 Holdings Ltd o/a Subway,"2105 52nd Street Southeast, Calgary, AB  T2B 2N3",1,Alberta,51.034443,-113.958398
781978 Alberta Ltd. o/a Ricky's All Day Grill,"6262 Macleod Trail Southwest, Calgary, AB  T2H 0K6",2,Alberta,50.995175,-114.071248
782902 Alberta Ltd o/a 24 and 7/ Pioneer Pizza,"117 Lakeway Boulevard, Suite 1, Sylvan Lake, AB  T4S 0H2",2,Alberta,52.298598,-114.086128
782902 Alberta Ltd o/a Mac's Convenience Store,"117 Lakeway Boulevard, Sylvan Lake, AB  T4S 0H2",1,Alberta,52.298598,-114.086128
782902 Alberta Ltd o/a Pioneer Pizza,"117 Lakeway Boulevard, Sylvan Lake, AB  T4S 0H2",1,Alberta,52.298598,-114.086128
782952 Alberta Inc o/a Swiss Chalet,"13720 50th Street Northwest, Edmonton, AB  T5A 5J6",1,Alberta,53.598471,-113.41376
785037 Alberta Inc. o/a Sbarro The Italian Eatery,"1001 13th Avenue Southwest, Suite 860, Calgary, AB  T2R 0L5",1,Alberta,51.04107,-114.084202
786 Carstairs Gas Bar Inc O/A Fas Gas Carstairs,"802 East Centre Street, Calgary, AB  T0M 0N0",1,Alberta,51.5654144287109,-114.104629516602
788499 Alberta Ltd o/a Farah Taco Time Phase III,"306 Dechene Road, Edmonton, AB  T6M 1W2",1,Alberta,53.493121,-113.63421
790176 Alberta Ltd. o/a Okotoks Hiho Esso,"PO Box 1228, Okotoks, AB  T1S 1B2",1,Alberta,50.722038,-113.955862
790292 Alberta Ltd. o/a Hunter's Corner A & W,"26230 Township Road 531A, Suite 102, Acheson, AB  T7X 5A4",1,Alberta,53.5517031,-113.7626249
792773 Alberta Ltd o/a HP Woodwork,"1030 34th Avenue Southeast, Calgary, AB  T2G 1V4",2,Alberta,51.023093,-114.040416
793085 Alberta Ltd.o/a 49th Street Grill,"4901 49th Street, Athabasca, AB  T9S 1C5",1,Alberta,54.7188822,-113.2832237
794916 Alberta Ltd. o/a Jeet Auto Sales,"7303 82nd Avenue, Edmonton, AB  T6B 0G3",2,Alberta,53.5179883,-113.4394492
797589 Alberta Ltd. o/a Subway,"6921 172nd Street Northwest, Edmonton, AB  T5T 5Y1",1,Alberta,53.5050299,-113.6199978
7-Eleven Canada Inc o/a 7-Eleven,"c/o Yewande Aturamu, 615 Shawcliffe Gate, Southwest, Calgary, AB  T2Y 1W1",14,Alberta,50.911673,-114.074091
801962 Alberta Ltd o/a Fargos on Capilano,"PO Box 38090, RPO Capilano, Edmonton, AB  T6A 3Y6",4,Alberta,53.5555685,-113.4259365
802467 Alberta Ltd o/a Terra Losa Dry Cleaners,"9732 170th Street, Edmonton, AB  T5T 5L5",1,Alberta,53.535774,-113.619919
804130 Alberta Ltd o/a Petro Canada,"70 Freeport Boulevard Northeast, Calgary, AB  T3J 5J9",1,Alberta,51.1277535,-113.9425735
804521 Alberta Ltd o/a Gateway Mohawk,"10970 100th Avenue, Grande Prairie, AB  T8V 7G5",2,Alberta,55.170705,-118.814072
806723 Alberta Ltd o/a Petro Canada Neighbors,"1920 4th Street Southwest, Calgary, AB  T2S 1W3",2,Alberta,51.036165,-114.071509
807129 Alberta Ltd o/a Creekside Subway,"11988 Symons Valley Road, Suite 114, Calgary, AB  T3P 0A3",1,Alberta,51.168014,-114.132424
807129 Alberta Ltd o/a Hunterhorn Subway,"22 Hampstead Road Northwest, Calgary, AB  T3A 6E9",1,Alberta,51.142269,-114.134072
807416 Alberta Ltd o/a Almac Motor Inn,"PO Box 536, Lac La Biche, AB  T0A 2C0",1,Alberta,54.701965,-112.10008
809782 Alberta Ltd. o/a Kinuso Family Foods,"225 Centre Street, PO Box 390, Kinuso, AB  T0G 1K0",1,Alberta,55.274983,-115.334223
811018 Alberta Ltd o/a Dairy Queen,"5005 Dalhousie Drive Northwest, Suite 313, Calgary, AB  T3A 5R8",2,Alberta,51.104836,-114.154895
812252 Alberta Ltd o/a Salisbury Landscaping,"52337 Range Road 232, PO Box 3093, Sherwood Park, AB  T8H 2T1",10,Alberta,53.526812,-113.297048
817623 Alberta Ltd o/a The Saucy Bread Company,"6455 Macleod Trail, Suite 224A, Calgary, AB  T2H 0K9",1,Alberta,50.996628,-114.071419
820035 Alberta Ltd o/a Simple Simon Pies,"4112 16A Street Southeast, Suite 3, Calgary, AB  T2G 3T8",5,Alberta,51.018483,-114.020645
820337 Alberta Limited o/a Salt & Pepper Mexican Restaurant,"1413 9th Avenue Southeast, Calgary, AB  T2G 0T4",1,Alberta,51.039226,-114.029128
821778 Alberta Ltd.o/a Eden Landscaping,"25112 Township Road 542A, Suite 25, Sturgeon County, AB  T8T 0B2",1,Alberta,53.806738,-113.448407
823526 Alberta Ltd o/a Canadian Motor Inn,"10901 100th Avenue, Grande Prairie, AB  T8V 3J9",1,Alberta,55.17063,-118.81384
827520 Alberta Ltd o/a Second Cup,"SAIT-Aldred Centre CA, 1301 16th Avenue Northwest, Suite 107, Calgary, AB  T2M 0L4",1,Alberta,51.067063,-114.090046
829999 Alberta Ltd o/a Good Buddy Express (Edmonton City Centre),"9499 137th Avenue, Suite 1018, Edmonton, AB  T5E 5R8",1,Alberta,53.599473,-113.342815
836663 Alberta Ltd. o/a Rosewood Villa,"120 Garrison Drive, Box 87, Fort Macleod, AB  T0L 0Z0",1,Alberta,49.575885,-113.158687
840600 Alberta Ltd. o/a Ginseng Restaurant,"9261 34th Avenue Northwest, Suite 7, Edmonton, AB  T6E 5T5",4,Alberta,53.465491,-113.47241
841973 Alberta Ltd. o/a Subway,"59 Edgeridge Park Northwest, Calgary, AB  T3A 6A9",6,Alberta,51.137354,-114.138099
846840 Alberta Ltd. o/a Petro Canada,"174 St. Albert Road, St. Albert, AB  T8N 0P7",1,Alberta,53.619624,-113.605896
848525 Alberta Ltd o/a Can Ton Construction,"11018 176A Avenue, Edmonton, AB  T5X 6H4",2,Alberta,53.640526,-113.515694
849113 Alberta Ltd. o/a Arby's Restaurant,"9815 97th Street, Suite 205, Grande Prairie, AB  T8V 8B9",1,Alberta,55.167991,-118.788597
849357 Alberta Ltd o/a Tilly's Dining & Family Restaurant,"5114 50th Street, PO Box 820, Tofield, AB  T0B 4J0",2,Alberta,53.390517,-112.863115
8500231 Canada Ltd o/a Shefield and Sons Tobacconists,"11801 100th Street, Suite 277, Grande Prairie, AB  T8V 3Y2",1,Alberta,55.1892566,-118.7950081
850672 Alberta Ltd o/a Nicks Family Restaurant,"5108 47th Avenue, Vermilion, AB  T9X 1J6",3,Alberta,53.350172,-110.85912
852822 Alberta Ltd. o/a Leanne's Bar and Grill,"4802 50th Street, Millet, AB  T0C 1Z0",1,Alberta,53.09499,-113.47316
854292 Alberta Ltd o/a Harry's Excavating,"PO Box 46188, Edmonton, AB  T6T 0K8",1,Alberta,53.46096,-113.368469
854912 Alberta Ltd,"102 14th Street, Wainwright, AB  T9W 1L1",1,Alberta,52.83191,-110.850352
861490 Alberta Ltd o/a Plaka Greek Taverna,"285 Shawville Boulevard Southeast, Box 17, Calgary, AB  T2Y 3H9",1,Alberta,50.902545,-114.065074
862260 Alberta Ltd o/a Westend Esso,"5909 44th Street, Lloydminster, AB  T9V 1V6",1,Alberta,53.2780869,-110.0299722
867411 Alberta Inc o/a Papa John's Pizza,"120 Coachwood Point West, Lethbridge, AB  T1K 6A8",1,Alberta,49.6896323,-112.8774335
870065 Alberta Ltd.o/a K. J. Home Improvement,"3212 Tredger Close, Edmonton, AB  T6R 3P3",1,Alberta,53.55026,-113.702244
871969 Alberta Ltd o/a Hajar's Halal Meat,"11320 134th Avenue, Edmonton, AB  T5E 1K5",2,Alberta,53.5949549,-113.5136217
872801 Alberta Ltd. o/a Mac's Convenience Store,"311 Summerside Cove Southwest, Edmonton, AB  T6X 1B4",1,Alberta,53.421035,-113.470517
874585 Alberta Ltd o/a Taco Time,"2700 Main Street Southwest, Suite 500, Airdrie, AB  T4B 2V1",1,Alberta,51.2801,-114.00855
879076 Alberta Ltd o/a The Cedars Deli,"3103 Edmonton Trail Northeast, Calgary, AB  T2E 3N7",3,Alberta,51.080104,-114.055296
881 Corner Gas Ltd.,"Box 360, Lac La Biche, AB  T0A 2C0",3,Alberta,54.701965,-112.10008
884658 Alberta Ltd o/a Killam Subway,"4207 51A Avenue, PO Box 118, Killam, AB  T0B 2L0",1,Alberta,52.7434,-111.804023
886181 Alberta Ltd o/a Buffet Royale Carvery,"3318 Gateway Boulevard, Edmonton, AB  T6J 6V1",1,Alberta,53.467088,-113.495533
886874 Alberta Ltd. o/a Motel 6 Airdrie,"133 Gateway Drive Northeast, Airdrie, AB  T4B 0R6",1,Alberta,51.2935926,-114.0083986
888722 Alberta Ltd o/a A & W (Monterey Square),"2220 68th Street Northeast, Suite 740, Calgary, AB  T1Y 6Y1",2,Alberta,51.078703,-113.935285
889946 Alberta Ltd o/a Dairy Queen,"9855 70th Avenue, Edmonton, AB  T6E 0V6",1,Alberta,53.506637,-113.484606
890331 Alberta Inc o/a Perfect Home Furnishing,"2874 Kingsview Boulevard Southeast, Suite 104, Airdrie, AB  T4A 0H7",1,Alberta,51.2615719,-113.9959728
890450 Alberta Ltd o/a Subway,"1227 Millview Drive Southwest, Calgary, AB  T2Y 2X6",2,Alberta,50.920129,-114.093124
895943 Alberta Ltd o/a O'Pur Convenience Stoppe,"PO Box 329, Nampa, AB  T0H 2R0",2,Alberta,55.897113,-116.988385
897268 Alberta Ltd. o/a Panago Pizza #91,"5121 50th Avenue, Cold Lake, AB  T9M 1P1",2,Alberta,54.413284,-110.202801
898742 Alberta Ltd o/a New York Fries,"10601 81st Avenue, Grande Prairie, AB  T8W 2H2",4,Alberta,55.151833,-118.814641
899848 Alberta Ltd. dba Subway Sandwiches,"3919 34th Street, Edmonton, AB  T6T 1L5",2,Alberta,53.4736729,-113.3937191
901721 Alberta Ltd o/a Panago #147,"9901 100th Street, PO Box 6806, Peace River, AB  T8S 1S6",1,Alberta,56.234589,-117.286944
903539 Alberta Ltd o/a OPA Souvlaki,"26 Sienna Park Southwest, Calgary, AB  T3H 3L4",2,Alberta,51.025861,-114.185934
905753 Alberta Ltd o/a Best Western Siding 29 Lodge,"453 Marten Street, PO Box 1387, Banff, AB  T1L 1B3",1,Alberta,51.179152,-115.569694
905753 Alberta Ltd o/a Holiday Inn Calgary Airport,"1250 McKinnon Drive Northeast, Calgary, AB  T2E 7T7",2,Alberta,51.06539,-114.013232
908239 Alberta Ltd o/a A&W Slave Lake,"Box 1667, Slave Lake, AB  T0G 2A0",3,Alberta,55.288095,-114.769951
909103 Alberta Ltd o/a Something Else Restaurant,"215 McLeod Avenue, Suite 110, Spruce Grove, AB  T1X 3B4",2,Alberta,,
911648 Alberta Ltd o/a Good Buddy Restaurant (North),"9499 137th Avenue, Suite 1018, Edmonton, AB  T5E 5R8",1,Alberta,53.599473,-113.342815
912641 Alberta Ltd o/a Thai Orchid Restaurant,"4005 Gateway Boulevard, Edmonton, AB  T6J 5H2",1,Alberta,53.472012,-113.492168
913484 Alberta Ltd o/a Banff Tour Service,"PO Box 2164, Banff, AB  T1L 1B9",3,Alberta,51.179158,-115.569694
921610 Alberta Ltd. o/a Paradise Halal Meats,"9006 132nd Avenue, Suite 108, Edmonton, AB  T5E 0Y2",1,Alberta,53.592141,-113.479869
921928 Alberta Ltd o/a Bills Burger Baron Family Restaurant,"10217 101st Avenue, PO Box 2303, Lac La Biche, AB  T0A 2C0",2,Alberta,54.701965,-112.10008
925134 Alberta Ltd o/a Lacorey Quick Stop,"Highway 55 & 41, PO Box 130, La Corey, AB  T0A 2E0",4,Alberta,54.50079,-110.539657
926830 Alberta Ltd o/a Fawcett Truck Stop & Sportsman Inn,"Box 90, Fawcett, AB  T0G 0Y0",1,Alberta,54.636474,-114.234386
926932 Alberta Ltd o/a Sings Restaurant,"PO Box 924, Manning, AB  T0H 2M0",2,Alberta,56.906727,-117.932232
927706 Alberta Ltd. o/a Evansburg Family Foods,"PO Box 663, Evansburg, AB  T0E 0T0",1,Alberta,53.599848,-115.017701
932504 Alberta Ltd o/a Tim Hortons #2130,"7820 100th Avenue, Peace River, AB  T8S 2A3",1,Alberta,56.257245,-117.286544
934600 Alberta Ltd o/a Arrow Steaming,"17315 Township Road 540, Box 6179, Edson, AB  T7E 1E1",1,Alberta,53.587114,-116.430444
935522 Alberta Ltd o/a Pita Pit,"PO Box 2072, Lethbridge, AB  T1J 4K6",1,Alberta,49.742911,-112.961699
940450 Alberta Ltd o/a Quizno's Sub,"PO Box 1332, High Level, AB  T0H 1Z0",2,Alberta,58.520624,-117.133866
940806 Alberta Ltd o/a Shell Gas Station,"9330 144th Avenue, Edmonton, AB  T5E 6A3",8,Alberta,53.606025,-113.482274
945291 Alberta Ltd o/a Edmonton Chassis,"12865 141st Street, Edmonton, AB  T5L 4N1",1,Alberta,53.5853345,-113.5634121
945575 Alberta Ltd o/a Boston Pizza,"10456 Southport Road Southwest, Calgary, AB  T2W 3M5",3,Alberta,50.962598,-114.072267
945751 Alberta Ltd o/a Basil Ultimate Pho & Fine Vietnamese Cuisine,"2770 32nd Avenue Northeast, Suite 10, Calgary, AB  T1Y 5S5",1,Alberta,51.081549,-113.998045
945935 Alberta Ltd o/a Joey's Seafood Restaurant,"6104 50th Street, Suite 1, Leduc, AB  T9E 6P1",1,Alberta,53.268807,-113.556269
945994 Alberta Ltd o/a Tim Hortons,"1504 50th Avenue, Lloydminster, AB  T9V 0Y1",3,Alberta,53.252885,-110.005634
948466 Alberta Ltd o/a HQ Industries,"8117 Davies Road, Edmonton, AB  T6E 4N1",1,Alberta,53.495343,-113.451085
950174 Alberta Ltd. o/a Remedy Cafe,"8631 109th Street, Edmonton, AB  T6G 1E8",5,Alberta,53.522269,-113.51192
952807 Alberta Ltd. o/a Lakeside Motor Inn,"PO Box 1144, Slave Lake, AB  T0G 2A0",3,Alberta,55.288095,-114.769951
953895 Alberta Ltd. o/a Subway,"1440 52nd Street Northeast, Unit 178, Calgary, AB  T2A 4T8",1,Alberta,51.063448,-113.958093
954017 Alberta Ltd. o/a Husky Travel Centre,"1041 14th Avenue, Wainwright, AB  T9W 1K5",1,Alberta,52.843394,-110.85073
954573 Alberta Ltd o/a Yogadotcalm,"109 Silverado Saddle Heights Southwest, Calgary, AB  T2X 0H9",1,Alberta,50.8848749,-114.080504
955219 Alberta Ltd. o/a A&W Cochrane Restaurant,"23 Westside Drive, Cochrane, AB  T4C 1M1",3,Alberta,51.189845,-114.488924
"955235 Alberta Ltd, Sunquest Growers Ltd o/a Tri Ventures","Box 416, Redcliff, AB  T0J 2P0",28,Alberta,50.066263,-110.788063
955817 Alberta Ltd o/a Wendy's Restaurant,"10365 111th Street, Edmonton, AB  T5K 2V3",1,Alberta,53.546081,-113.512102
956396 Alberta Ltd o/a Opa Souvlaki,"100 Anderson Road Southeast, Suite FC7, Calgary, AB  T2J 3V1",2,Alberta,50.95064,-114.066991
956609 Alberta Ltd o/a Subway,"11843 St. Albert Trail, Edmonton, AB  T5L 5B5",1,Alberta,53.570573,-113.549102
956716 Alberta Inc o/a Thai Express,"1015 Centre Street Northwest, Suite 10, Calgary, AB  T2P 3Y6",1,Alberta,51.048187,-114.063139
957000 Alberta Ltd. o/a All India Groceries,"4245 23rd Avenue, Edmonton, AB  T6L 5Z8",1,Alberta,53.453829,-113.398476
958456 Alberta Ltd o/a Ramada Edmonton International Airport,"8340 Sparrow Crescent, Leduc, AB  T9E 8B7",2,Alberta,53.304434,-113.5432735
959428 Alberta Ltd o/a Gregoire Esso,"312 Gregoire Drive, Fort McMurray, AB  T9H 3R2",1,Alberta,56.6836478,-111.3471461
960799 Alberta Ltd o/a Booster Juice,"303 Addington Drive, Red Deer, AB  T4R 3H7",1,Alberta,52.238611,-113.776955
961945 Alberta Ltd o/a Service Master of Edmonton/Service Master Fire and Flood Restorat,"12240 142nd Street Northwest, Edmonton, AB  T5L 2G9",7,Alberta,53.5750015,-113.565819
963358 Alberta Ltd o/a Mama's Greenhouse,"Box 729, Redcliff, AB  T0J 2P0",2,Alberta,50.066263,-110.788063
963618 Alberta Ltd o/a Petro Canada,"13205 97th Street, Edmonton, AB  T5E 4C7",1,Alberta,53.593805,-113.491852
966671 Alberta Ltd o/a Wolfe Enterprises,"Box 998, Falher, AB  T0H 1M0",16,Alberta,55.535797,-117.116737
966772 Alberta Ltd o/a MS Logistics Ltd,"21 Streambank Avenue, Sherwood Park, AB  T8H 1N1",1,Alberta,53.560672,-113.325889
968188 Alberta Ltd o/a Glory of India,"515 4th Avenue Southwest, Calgary, AB  T2P 0J8",1,Alberta,51.049588,-114.072702
969801 Alberta Inc. o/a Avenue Commercial,"1324 11th Avenue Southwest, Suite 300, Calgary, AB  T3C 0M6",1,Alberta,51.04318,-114.091389
971755 Alberta Ltd o/a Mill Creek Cleaners,"4022 50th Street, Edmonton, AB  T6L 6T9",1,Alberta,53.476932,-113.410237
974361 Alberta Inc o/a Executive Drywall,"2941 101st Street Northwest, Edmonton, AB  T6N 1A8",6,Alberta,53.459847,-113.489372
975002 Alberta Inc o/a BMW Gallery,"650 Crowfoot Crescent Northwest, Calgary, AB  T3G 4S3",4,Alberta,51.12649,-114.206326
980032 Alberta Ltd o/a Macs Convenience Store Inc,"2304 23rd Avenue Northwest, Edmonton, AB  T6T 0R1",1,Alberta,53.47097,-113.383845
980311 Alberta Ltd o/a A&W (Cold Lake),"Box 266, Cold Lake, AB  T9M 1P1",1,Alberta,54.413284,-110.202801
982487 Alberta Ltd o/a Influence Salon,"1520 17th Avenue Southwest, Calgary, AB  T2T 0C3",1,Alberta,51.037822,-114.091836
983700 Alberta Ltd o/a Tim Hortons,"7502 Gateway Boulevard, Edmonton, AB  T6E 6E8",3,Alberta,53.517576,-113.494866
983827 Alberta Ltd o/a Subway Sandwiches,"15923 116th Avenue, Edmonton, AB  T5M 3W1",2,Alberta,53.566536,-113.593784
984722 Alberta Ltd o/a Winks Slave Lake,"801 6th Avenue Southwest, Slave Lake, AB  T0G 2A4",1,Alberta,55.282095,-114.776213
988208 Alberta Ltd o/a 11 Eleven Liquor,"141 Coral Reef Manor Northeast, Calgary, AB  T3J 3Y8",1,Alberta,51.108543,-113.925524
988208 Alberta Ltd. o/a 11-Eleven Liquor (Langdon),"141 Coral Reef Manor Northeast, Calgary, AB  T3J 3Y8",4,Alberta,51.108543,-113.925524
988669 Alberta Ltd o/a Boston Pizza,"10456 Southport Road Southwest, Calgary, AB  T2H 3A7",1,Alberta,50.987358,-114.044207
989240 Alberta Ltd o/a Tim Hortons,"4403 41st Avenue, PO Box 868, Rocky Mountain House, AB  T4T 1A6",4,Alberta,52.36736,-114.924699
990963 Alberta Ltd. o/a Quality Inn,"3925 Gateway Boulevard, Edmonton, AB  T6J 5H2",3,Alberta,53.472012,-113.492168
991540 Alberta Ltd. o/a Sylvan Lake Esso & Laser Wash,"Highway 11A, Box 2, Sylvan Lake, AB  T4S 1Z7",2,Alberta,52.31054,-114.09571
992605 Alberta Ltd. o/a Magic Cleaners,"4702 26th Avenue Southwest, Calgary, AB  T3E 0R2",1,Alberta,51.030502,-114.152972
992770 Alberta Ltd. o/a Blue Rare Steak and Bar,"550 Baseline Road, Suite 340, Sherwood Park, AB  T8H 2G8",1,Alberta,53.5414095,-113.2759496
995235 Alberta Ltd. O/A Aries Motel,"Box 6235, Edson, AB  T7E 1T7",2,Alberta,53.642434,-116.360181
995651 Alberta Ltd. O/A Canyon Grill,"17011 94th Street, Edmonton, AB  T5Z 2A6",1,Alberta,53.632593,-113.487705
997836 Alberta Ltd o/a Town Pump Restaurant,"Box 805, Stettler, AB  T0C 2L0",2,Alberta,52.25344,-112.58839
998151 Alberta Ltd o/a Cleanrite Services,"87 Southwest Drive Southwest, Medicine Hat, AB  T1A 8E8",3,Alberta,50.018101,-110.704566
A & B Concrete Pumping (2007) Ltd.,"26229 Township Road 531A, Zone 2, Suite 212, Acheson, AB  T7X 5A4",6,Alberta,53.5517031,-113.7626249
A & D Malhi Corporation o/a Subway,"129 Saddle Crest Place, Calgary, AB  T3J 5G2",1,Alberta,51.135503,-113.94543
A & E Hospitality Inc. o/a Fatburger,"10 McKenney Avenue, Suite 200, St. Albert, AB  T8N 5S8",2,Alberta,53.642846,-113.627378
A & H Steel Ltd,"4710 82nd Avenue, Edmonton, AB  T6B 0E4",1,Alberta,53.517881,-113.412894
A & K Tiles & Drywall Ltd,"627 Tamarack Road Northwest, Edmonton, AB  T6T 0J3",2,Alberta,53.4710551,-113.3621387
A & M Abatement Services Ltd,"10625 83rd Avenue, Suite 305, Edmonton, AB  T6E 2E3",4,Alberta,53.5190895,-113.505172
A & M Cleaning Inc.,"PO Box 6315, Fort McMurray, AB  T9H 3M2",1,Alberta,,
A & M Concrete & Bobcat Services Ltd. o/a A & M Concrete,"26106 Township Road 532A, Suite 33, Spruce Grove, AB  T7Y 1A3",2,Alberta,53.571524,-113.889657
A & Z Kitchen Cabinets Ltd.,"3961 52nd Avenue Northeast, Suite 4150, Calgary, AB  T3J 0J8",1,Alberta,51.100023,-113.976487
A Clark Roofing & Siding LP,"3120 93rd Street Northwest, Edmonton, AB  T6N 1C7",2,Alberta,53.462754,-113.475918
A Jeenil Inc o/a Subway,"7830 106th Avenue, Edmonton, AB  T6A 1H5",1,Alberta,53.5493449,-113.4459792
A Plus 1 Ltd. o/a A Plus 1 Convenience Store,"9947 Fairmount Drive Southeast, Calgary, AB  T2J 0S2",1,Alberta,50.9623062,-114.0586217
A R General Contractors Ltd.,"214 Saddlecreek Point Northeast, Calgary, AB  T3J 4V5",2,Alberta,51.128176,-113.955822
A Raj Services Inc o/a JT's Classic Grill,"8340 Sparrow Crescent, Leduc, AB  T9E 8B7",1,Alberta,53.304434,-113.5432735
A&S Enterprises Ltd o/a Korean BBQ House,"402 Collegiate Boulevard Northwest, Suite 298A, Calgary, AB  T2N 1N4",2,Alberta,51.074892,-114.129012
A&S Sim Interiors Ltd.,"26253 S H 642, Sturgeon County, AB  T8R 2A9",1,Alberta,53.790081,-113.635394
A&W,"516 16th Avenue, Calgary, AB  T2M 0J4",1,Alberta,51.0566145,-114.097711
A.A.M. Adebayo Professional Corp.,"16729 100th Street, Edmonton, AB  T5X 3Z9",3,Alberta,53.629061,-113.498399
A.K.S. Gill Enterprises Ltd o/a Mucho Burrito,"10250 101st Street, Suite G0, Edmonton, AB  T5J 3P4",2,Alberta,53.5444575,-113.4934622
A.O.S. Gill Developments Ltd.,"14859 41st Avenue Northwest, Edmonton, AB  T6H 5N6",1,Alberta,53.478226,-113.580439
A.P Enterprises Ltd O/A Quiznos,"960 Yankee Valley Road, Suite 112, Airdrie, AB  T4A 2E4",1,Alberta,51.270897,-113.9924407
A+ IT Solutions Ltd,"10060 Jasper Avenue, Suite 2020, Edmonton, AB  T5J 3R8",1,Alberta,53.541171,-113.492705
A-1 Argyll Auto Centre Ltd o/a Churchill Husky Gas Station,"10608 107th Avenue, Edmonton, AB  T5H 0W4",2,Alberta,53.551405,-113.503097
A-1 Hospitality Ltd o/a Four Points by Sheraton Calgary Airport,"2875 Sunridge Way Northeast, Calgary, AB  T1Y 7K7",1,Alberta,51.073103,-113.99914
A-1 Trusses (1993) Ltd,"1006 17th Avenue, Nisku, AB  T9E 0G5",1,Alberta,53.297297,-113.545499
AAA Highway 21 Tree Farm Ltd,"22556 Township Road 511, Sherwood Park, AB  T8C 1H1",2,Alberta,53.3695538,-113.1970368
Aapar Enterprises Ltd o/a YIG Gas Bar,"4430 2nd Avenue, Edson, AB  T7E 1Z1",1,Alberta,53.585456,-116.417164
Aarav Alberta Inc. o/a Extreme Pita,"8701 94th Street, Suite 113, Fort Saskatchewan, AB  T8L 4P7",2,Alberta,53.689021,-113.237853
AB RoadSafe,"26526 Township Road 453, Sturgeon County, AB  T8T 1M2",1,Alberta,53.806738,-113.448407
AB4 Construction,"3907 149A Street Northwest, Edmonton, AB  T6R 1J8",2,Alberta,53.476329,-113.580748
Abba 96 Inc,"25012 Sturgeon Road, Suite 13, Sturgeon County, AB  T8T 0C3",10,Alberta,53.6798919,-113.5491404
Abel Corporation,"Box 5324, Lacombe, AB  T4L 1X1",1,Alberta,52.471301,-113.45341
Abengoa T&I ULC,"5940 Macleod Trail Southwest, Suite 555, Calgary, AB  T2H 2G5",1,Alberta,50.999966,-114.04519
Abhay Trucking Inc,"3131 24th Avenue Northwest, Edmonton, AB  T6T 0C9",5,Alberta,53.4545589,-113.3866145
Abhishek Trucking Inc,"3572 14th Street Northwest, Edmonton, AB  T6T 0J3",1,Alberta,53.4710551,-113.3621387
Able Dental Group,"515 5th Street South, Lethbridge, AB  T1J 2B9",1,Alberta,49.692724,-112.839752
Able Landscaping Ltd,"219 Northmount Drive Northwest, Calgary, AB  T2K 3G6",1,Alberta,51.100478,-114.075415
ABMS Ltd,"110 Commercial Drive, Calgary, AB  T3Z 2A7",3,Alberta,51.085183,-114.345189
Abraham Jr. Friesen & Jacob Friesen o/a AJ Growers,"Box 425, Redcliff, AB  T0J 2P0",4,Alberta,50.066263,-110.788063
ABS Trucking Ltd,"6030 125th Avenue Northwest, Edmonton, AB  T5W 5J6",12,Alberta,53.581016,-113.433424
ABS Truckwash and Lube Ltd,"6030 125th Avenue, Edmonton, AB  T5W 5J6",3,Alberta,53.581016,-113.433424
Abyssinia Restaurant & Bar Ltd. o/a Abyssinia Restaurant & Bar,"10810 95th Street Northwest, Edmonton, AB  T5H 2E3",2,Alberta,53.555413,-113.484457
Abzolute Painting Ltd,"1521 15th Avenue Southwest, Calgary, AB  T3C 0Y1",3,Alberta,51.039467,-114.094873
