Employer,Address,Positions,Province,Latitude,Longitude
Radke Films Ltd,"125 George Street, Toronto, ON  M5A 2N4",2,Ontario,43.652243,-79.371197
Ram Plastics Inc,"1 Huntingwood Drive, Suite 1401, Toronto, ON  M1S 3J1",2,Ontario,43.798226,-79.27423
Randy VanDenHeede Farms Inc,"1240 Windham Road 11, RR 1, Windham Centre, ON  N0E 2A0",2,Ontario,42.899097,-80.254473
Ravine Mushrooms (1983) Ltd,"194684 19th Line, RR 3, Ingersoll, ON  N5C 3J6",3,Ontario,43.048475,-80.980696
RDKJ Farms Ltd,"5454 Stone Church Road, Union, ON  N0L 2L0",1,Ontario,42.704345,-81.189356
Reign II Productions Inc.,"777 Kipling Avenue, Suite 101, Toronto, ON  M8Z 5Z4",8,Ontario,43.631342,-79.530953
REM Productions,"1001 Roselawn Avenue, Suite 325, Toronto, ON  M6B 4M4",3,Ontario,43.700065,-79.45141
Remember Productions Inc.,"629 Eastern Avenue, Suite A103, Toronto, ON  M4M 1E4",2,Ontario,43.658761,-79.336842
Renaissance Sages-Femmes Midwifery,"196 East Main Street, Welland, ON  L3B 3W8",1,Ontario,42.992834,-79.244654
Richards Family Chiropractic,"394 Oxford Street East, London, ON  N6A 1V7",1,Ontario,42.997749,-81.24574
Ridge Farms,"369 Talbot Street West, Leamington, ON  N8H 4H3",13,Ontario,42.047491,-82.622982
Riga Farms Ltd,"54 Prince Drive, Bradford, ON  L3Z 3B6",5,Ontario,44.123712,-79.577373
Rigole Farms Ltd,"504 County Road 21, RR 4, Langton, ON  N0E 1G0",4,Ontario,42.564953,-80.666115
River Valley Poultry Farm Ltd.,"240 Embury Road, Newburgh, ON  K0K 2S0",1,Ontario,44.357547,-76.906203
RJM  Farms Inc,"5980 5th Line Side Road, Essa Box 48, Alliston, ON  L9R 1T9",2,Ontario,44.154464,-79.868061
Robertdale Farms Ltd,"Box 447, Earlton, ON  P0J 1E0",2,Ontario,47.727967,-79.950753
Roger Attfield Inc.,"555 Rexdale Boulevard, Etobicoke, ON  M9W 5L2",1,Ontario,43.713772,-79.602592
Roger Reid Greenhouses,"718 Essex Road 14, RR 5, Leamington, ON  N8H 3V5",15,Ontario,42.085786,-82.619578
Rogers Communications Inc.,"333, Bloor Street East, Toronto, ON  M4W 1G9",3,Ontario,43.6718777,-79.3792236
Rogers Sportsnet,"1 Mount Pleasant Road, Toronto, ON  M4Y 2Y5",1,Ontario,43.670129,-79.379728
Rol-Land Farms & Greenhouses Inc,"19002 Communication Road, RR 4, Blenheim, ON  N0P 1A0",14,Ontario,42.297117,-81.923025
Rol-land Farms Blenheim Inc,"19002 Communication Road, RR 4, Blenheim, ON  N0P 1A0",14,Ontario,42.297117,-81.923025
Rolling Acres Ltd,"3907 Dejong Road, Cobourg, ON  K9A 4J9",1,Ontario,44.040206,-78.218272
Ronald Tchorek Farms Inc,"108 Highway 6, RR 3, Simcoe, ON  N3Y 4K2",4,Ontario,42.75529,-80.257461
Room Productions Inc.,"225 Commissioners Street, Suite 401,Toronto, ON  M4M 0A1",3,Ontario,43.650688,-79.339711
Rosa Flora Growers Ltd,"717 Diltz Road, RR 2, Dunnville, ON  N1A 2W2",60,Ontario,42.918445,-79.578712
Rosehall Run Vineyards,"1243 Greer Road, RR 1, Wellington, ON  K0K 3L0",2,Ontario,43.948129,-77.423868
Rosenhill Farm Inc,"2057 Route 900 West, St Albert, ON  K0A 3C0",1,Ontario,45.254947,-75.122841
Royal Conservatory Of Music,"273 Bloor Street West, Toronto, ON  M5S 1W2",8,Ontario,43.6685073,-79.3949514
Royal Victoria RHC,"201 Georgian Drive, Barrie, ON  L4M 6M2",1,Ontario,44.416298,-79.66197
Royalview Orchards Ltd,"1410 Line 6, RR 1, Niagara-on-the-Lake, ON  L0S 1J0",3,Ontario,43.25351,-79.126832
RPM Rollforming Metal Products Ltd.,"101 Spinnaker Way, Concord, ON  L4K 4A6",1,Ontario,43.8028173,-79.5308834
RTM Farms Ltd,"617 Highway 77, RR 5, Leamington, ON  N8H 3V8",24,Ontario,42.087276,-82.61951
Rugby Ontario,"3 Concorde Gate, Suite 307, Toronto, ON  M3C 3N7",1,Ontario,43.72916,-79.329662
Ruthven Nursery & Garden Centre,"1611 Talbot Street West, Box 89, Ruthven, ON  N0P 2G0",6,Ontario,42.083449,-82.686365
RV Farms Inc,"1825 Hazen Road, RR 2, Langton, ON  N0E 1G0",1,Ontario,42.564953,-80.666115
Ryan Demeulenaere Farms Ltd,"55 King Street, Burford, ON  N0E 2A0",1,Ontario,42.899097,-80.254473
Ryder Farms Inc,"325 Lynedoch Road, RR 1, Delhi, ON  N4B 2W4",11,Ontario,42.802439,-80.510602
Ryerson University,"350 Victoria Street, Toronto, ON  M5B 2K3",1,Ontario,43.658525,-79.38055
S & I Agricultural Commodities Ltd,"137 Szucs Road, RR 2, Simcoe, ON  N3Y 4K1",15,Ontario,42.799864,-80.365007
Sabelli Farms Ltd,"319 Erie Street North, Leamington, ON  N8H 3V5",19,Ontario,42.085786,-82.619578
Samuel Strapping Systems,"737 Oval Court, Burlington, ON  L7L 6A9",1,Ontario,43.3799041,-79.7581329
Sanofi Pasteur,"1755 Steeles Avenue West, Toronto, ON  M2R 3T4",1,Ontario,43.788521,-79.463301
SAP Canada Inc.,"4120 Yonge Street, Suite 600, Toronto, ON  M2P 2B8",4,Ontario,43.7456574,-79.4070619
Sapient Canada Inc,"129 Spadina Avenue, Suite 500, Toronto, ON  M5V 2L3",1,Ontario,43.6474367,-79.3958369
Saturn Tool & Die (Windsor) Inc.,"181 Bay Street, Suite 1400, Toronto, ON  M5J 2V1",5,Ontario,43.646714,-79.379284
Scarlett Acres Limited,"11687 County Road 2, RR 3, Colborne, ON  K0K 1S0",71,Ontario,44.028609,-77.842122
Scharringa Greenhouses Ltd,"379 Concession 4, RR 2, Waterdown, ON  L0R 2H2",12,Ontario,43.333372,-79.974032
Schenck Farms & Greenhouses Co Ltd,"1396 South Service Road, St. Catharines, ON  L2R 6P9",68,Ontario,43.15509,-79.284047
Schlegelhome Farms Inc,"1614 Perth Line 34, RR 1, Shakespeare, ON  N0B 2P0",1,Ontario,43.398651,-80.850037
Schonberger Family Farms Ltd,"1412 1st Concession ENR, RR 5, Langton, ON  N0E 1G0",3,Ontario,42.564953,-80.666115
Schuele Vineyards Inc,"3876 Lakeshore Road, Beamsville, ON  L0R 1B1",5,Ontario,43.17304,-79.454119
Schuyler Farms Ltd,"383 14th Street East, RR 4, Simcoe, ON  N3Y 4K3",34,Ontario,42.874092,-80.302307
Scott Street Greenhouses Ltd,"Box 339, 165 Tanbark Road, St Davids, ON  L0S 1P0",5,Ontario,43.161419,-79.162936
Seagate Systems (Canada) Limited,"260 King Street West, Suite 300, Kitchener, ON  N2G 1B6",4,Ontario,43.451421,-80.493494
Seeger Farms Limited,"15570 Niagara Parkway, RR 1, Niagara-on-the-Lake, ON  L0S 1J0",6,Ontario,43.25351,-79.126832
Semple Gooder Roofing Corporation,"1365 Martin Grove Road, Toronto, ON  M9W 4X7",7,Ontario,43.717774,-79.582717
Seoul House Restaurant,"3220 Dufferin Street, Suite 1A, Toronto, ON  M6A 2T3",1,Ontario,43.718441,-79.455637
Sequoia Content Limited,"415 Yonge Street, Suite 200, Toronto, ON  M5B 2E7",21,Ontario,43.6593862,-79.3822058
Serkka Farms Inc,"5923 Langstaff Line, Wallaceburg, ON  N8A 4L1",13,Ontario,42.613159,-82.389662
Shabatura Farms Ltd,"1815 Windham Road 9, RR 1, Windham Centre, ON  N0E 2A0",16,Ontario,42.899097,-80.254473
Shaftesbury Murdoch VIII Inc.,"66 Hymus Road, Toronto, ON  M1L 2C7",1,Ontario,43.719305,-79.28547
Shannon McConnell Inc.,"436 Shaw Street, Toronto, ON  M6J 2X3",2,Ontario,43.6546705,-79.420166
Shark Teeth Films Ltd.,"161 Liberty Street, Suite LL1, Toronto, ON  M6K 3G3",1,Ontario,43.637401,-79.424761
Shaw Festival,"10 Queen's Parade, P.O. Box 774, Niagara-on-the-Lake, ON  L0S 1J0",1,Ontario,43.25351,-79.126832
Shawarma Planet,"222 Hunt Club Road, Suite 2, Ottawa, ON  K1N 1K7",1,Ontario,45.4348503,-75.6939103
Sheridan Nurseries Ltd,"12302 10th Line, Georgetown, ON  L7G 4S7",103,Ontario,43.679967,-79.882796
Shiraz Restaurant/1689208 Ontario Inc.,"9185 Yonge Street, Richmond Hill, ON  L4C 6Z2",1,Ontario,43.851592,-79.432665
Shoppers Drug Mart,"10th Street West, Suite 100, Owen Sound, ON  N4K 3P9",1,Ontario,44.567556,-80.944659
Shouldice Farms Inc,"3663 Twin Elm Road, Richmond, ON  K0A 2Z0",25,Ontario,45.218925,-75.850428
"Sice Canada, Inc.","875 Foster Avenue, Unit 112, Windsor, ON  N8X 4W3",1,Ontario,42.270153,-82.995053
Sid Lee Inc.,"36 Distillery Lane, Suite 500, Toronto, ON  M5A 3C4",15,Ontario,43.650964,-79.358521
Sikh Cultural Society of Metropolitan Windsor,"7955 County Road 42, Windsor-Maidstone, ON  N0R 1K0",1,Ontario,42.27328,-82.868854
SimCorp Canada,"401 Bay Street, Suite 1600, Toronto, ON  M5H 2Y4",1,Ontario,43.6520162,-79.381715
Simone Friedman Speech-Language Service,"1232 Dufferin Street, Toronto, ON  M6H 4C3",1,Ontario,43.666554,-79.438146
Simoni Farms Ltd,"287 Seacliff Drive West, Leamington, ON  N8H 4C7",19,Ontario,42.034849,-82.624991
Single Ladies,"65 Heward Avenue, Suite A103, Toronto, ON  M4M 2T5",24,Ontario,43.657493,-79.33723
Singsnap Corporation,"2797 Quinn Road, Ottawa, ON  K1T 3V4",1,Ontario,45.316198,-75.6253955
Sipkens Nurseries Ltd,"3261 London Line, RR 1, Wyoming, ON  N0N 1T0",16,Ontario,42.936182,-82.164958
Sitescout,"579 Richmond Street West, Suite 100, Toronto, ON  M5V 1Y6",1,Ontario,43.646627,-79.402386
Sitko Farms Inc,"605 Concession Road 3, RR 1, Wilsonville, ON  N0E 1Z0",12,Ontario,43.012571,-80.251192
Skubel Family Farms Inc,"1145 Concession 2, RR 6, Niagara-on-the-Lake, ON  L0S 1J0",4,Ontario,43.25351,-79.126832
Sloan Nursery & Christmas Trees,"30718 Zone Road 8, RR 2, Bothwell, ON  N0P 1C0",17,Ontario,42.65299,-81.929645
Smith Gardens Inc,"P.O. Box 113, Queensville, ON  L0G 1R0",23,Ontario,44.119476,-79.458418
Smyth's Apple Orchards Ltd,"11652 Dundela Road, RR 1, Iroquois, ON  K0E 1K0",9,Ontario,44.84257,-75.31996
Sobey's Capital Inc.,"1680 Tech Avenue, Mississauga, ON  L4W 5S9",1,Ontario,43.641112,-79.61793
Sofina Foods Inc.,"100 Commerce Valley Drive West, Markham, ON  L3T 0A1",1,Ontario,43.83942,-79.383136
Soft Citizen Inc.,"125 George Street, Suite 400, Toronto, ON  M5A 2N4",1,Ontario,43.652243,-79.371197
Sole Produce,"1913 Kingsdale Avenue, Ottawa, ON  K1T 1H9",42,Ontario,45.351276,-75.618339
Solinst Canada Ltd,"35 Todd Road, Georgetown, ON  L7G 4R8",1,Ontario,43.653402,-79.901529
Someplace Nice Inc.,"495 Adelaide Street West, Toronto, ON  M5V 1T4",1,Ontario,43.645506,-79.401071
Somerville Nurseries Inc,"5884 County Road 13, Box 1445, Everett, ON  L0M 1J0",27,Ontario,44.316132,-80.075238
SOMOS Consulting Group Ltd.,"1545 Carling Avenue, Suite 410, Ottawa, ON  K1Z 8P9",1,Ontario,45.381667,-75.744359
Sons and Daughters Productions Inc,"439 Wellington Street West, Suite 222, Toronto, ON  M5V 1E7",6,Ontario,43.64355,-79.396358
Sotto Sotto Restaurant,"116A Avenue Road, Lower Level, Toronto, ON  M5R 2H4",1,Ontario,43.673405,-79.396184
South Park Hydroponics Inc,"120 County Road 31, Leamington, ON  N8H 4G2",21,Ontario,42.038032,-82.645098
Southbrook Vineyards,"581 Niagara Stone Road, RR 4, Niagara-on-the-Lake, ON  L0S 1J0",8,Ontario,43.25351,-79.126832
Southcoast Farming Inc,"137 Szucs Road, RR 2, Simcoe, ON  N3Y 4K1",6,Ontario,42.799864,-80.365007
Southern Bell Hydroponics,"602 Essex Road 18, Leamington, ON  N8H 3V5",6,Ontario,42.085786,-82.619578
Southshore Greenhouses Inc,"1746 Seacliff Drive, Kingsville, ON  N9Y 2M6",58,Ontario,42.0398206,-82.6725485
Sparks Productions,"145 Berkeley Street, 4th Floor, Toronto, ON  M5A 2X1",12,Ontario,43.654861,-79.365419
Special T Swine Ltd,"44533 Cranbrook Road, Brussels, ON  N0G 1H0",5,Ontario,43.744171,-81.252702
Spin Productions,"901 King Street West, 5th Floor, Toronto, ON  M5V 3H5",1,Ontario,43.641943,-79.411699
Spot 6 Management,"36 Blue Jays Way, Suite 721, Toronto, ON  M5V 3T3",4,Ontario,43.6448737,-79.3918521
Spring Valley Gardens (Niagara) Inc,"1330 5th Street North, RR 3, St. Catharines, ON  L2R 6P9",53,Ontario,43.15509,-79.284047
Sprouts For Life,"1753 Windham Road 9, Windham Centre, ON  N0E 2A0",3,Ontario,42.899097,-80.254473
Spruce Ridge Farm,"22450 Thomson Line, RR 3, Rodney, ON  N0L 2C0",7,Ontario,42.569765,-81.68404
Spy Crest Orchards,"1936 Brantford Road 4, Vanessa, ON  N0E 1V0",9,Ontario,42.983319,-80.515859
Spy Films Inc.,"488 Wellington Street West, Suite 502, Toronto, ON  M5V 1E3",5,Ontario,43.64362,-79.396932
St David's Hydroponics Ltd,"822 Concession 7 Road, RR 4, Niagara-on-the-Lake, ON  L0S 1J0",50,Ontario,43.25351,-79.126832
St Williams Nursery & Ecology Centre,"885 Highway 24 West, St Williams, ON  N0E 1P0",4,Ontario,42.642325,-80.431983
St. Clair Medical Centre,"50 Street Clair Anevue East, 2nd Floor, Toronto, ON  M4T 1M9",1,Ontario,43.688683,-79.391825
St. John's -Kilmarnock School,"2201 Shantz Station Road, Box 179, Breslau, ON  N0B 1M0",1,Ontario,43.494862,-80.337487
Stackpole International Engineered Products Ltd.,"2400 Royal Windsor Drive, Mississauga, ON  L5J 1K7",1,Ontario,43.502481,-79.639192
Stained Glass Stuff,"911 Richmond Road, Unit 9, Ottawa, ON  K2A 0G8",2,Ontario,45.377204,-75.775412
Standoff,"443 Northern Avenue East, Sault Ste. Marie, ON  P6B 4J3",5,Ontario,46.534113,-84.313303
Steam Films,"125 George Street, Toronto, ON  M5A 2N4",6,Ontario,43.652243,-79.371197
Stefina Farm Inc,"10228 Stefina Line, RR 4, Blenheim, ON  N0P 1A0",2,Ontario,42.297117,-81.923025
Stevevan Ltd,"12853 Longwoods Road, Thamesville, ON  N0P 2K0",22,Ontario,42.568461,-81.970986
Steyn Enterprises Inc,"19890 Highway 11, Box 1240, Bradford, ON  L3Z 2B6",3,Ontario,44.114935,-79.564823
Stonehenge Acres Ltd,"257 Jenkins Road, Scotland, ON  N0E 1R0",8,Ontario,43.035999,-80.240425
Stonehouse Farms,"34052 Mitchell Line, RR 3, Lucan, ON  N0M 2J0",1,Ontario,43.25412,-81.445985
Stovel-Siemon Ltd,"6115 West Perth Line 39, RR 5, Mitchell, ON  N0K 1N0",17,Ontario,43.475163,-81.202454
Stratford Festival,"P.O. Box 520, Stratford, ON  N5A 6V2",3,Ontario,43.369486,-80.979763
Strawberry Tyme Farms Inc,"1250 St John's Road West, RR 2, Simcoe, ON  N3Y 4K1",9,Ontario,42.799864,-80.365007
Streef Produce Ltd,"447 Highway 2, RR 1, Princeton, ON  N0J 1V0",6,Ontario,43.187117,-80.471383
Sugar Apple Orchards Ltd,"832 Road 2 East, RR 1, Kingsville, ON  N9Y 2E4",12,Ontario,42.050518,-82.694163
Sun Circle Greenhouses Inc,"725 Road 2 East, Kingsville, ON  N9Y 2E4",28,Ontario,42.050518,-82.694163
Sun Gro Farms Inc,"Box 577, Leamington, ON  N8H 3X4",28,Ontario,42.055016,-82.604509
Sun Ray Orchards Inc,"3651 John Street, RR 1, Beamsville, ON  L0R 1B1",3,Ontario,43.17304,-79.454119
Sun Valley Floral Farms Niagara,"1293 Third Street Louth, St. Catharines, ON  L2R 6P9",13,Ontario,43.15509,-79.284047
Sun-Brite Foods Inc,"1532 County Road 34, Box 70, Ruthven, ON  N0P 2G0",26,Ontario,42.083449,-82.686365
Suneeva Ltd,"415 Yonge Street, Suite 200, Toronto, ON  M5B 2E7",11,Ontario,43.6593862,-79.3822058
Sunlite Hydroponics Inc,"409 Seacliff Drive West, Leamington, ON  N8H 4C9",9,Ontario,42.034859,-82.625161
Sunnybrook Health Sciences Centre,"2075 Bayview Avenue, Toronto, ON  M4N 3M5",1,Ontario,43.7202931,-79.3787509
Sunnydale Farms,"2142 South Service Road, RR 1, Jordan Station, ON  L0R 1S0",1,Ontario,43.152372,-79.36548
Sunquest Farms Ltd,"1254 Road 3 East, Kingsville, ON  N9Y 2E5",11,Ontario,42.065217,-82.737544
Sunrise Farms Limited,"2190 Seacliff Drive, Kingsville, ON  N9Y 2N6",19,Ontario,42.0397383,-82.6647118
Sunrise Greenhouses Ltd,"3324 Second Avenue, Vineland, ON  L0R 2E0",4,Ontario,43.191259,-79.392035
Sunrise Orchards Inc,"9188 Townsend Line, RR 1, Arkona, ON  N0M 1B0",2,Ontario,43.062286,-81.766377
Sunrise Potato Storage Ltd,"5546 County Road 15, RR 3, Alliston, ON  L9R 1V3",3,Ontario,44.176778,-79.884937
Sunrite Greenhouses Ltd,"1414 Seacliff Drive, Kingsville, ON  N9Y 2M2",97,Ontario,42.0357113,-82.6946414
Sunsation Acres Inc,"926 Seacliffe Drive West, Kingsville, ON  N3Y 2K9",14,Ontario,42.845225,-80.304518
Suntastic Hothouse Inc,"Box 2407, Exeter, ON  N0M 1S7",29,Ontario,43.344679,-81.480188
Suntech Greenhouses Ltd,"5541 Doyle Road, Manotick, ON  K4M 1B4",14,Ontario,45.1790154,-75.6295474
Sunvalley Hydroponics Ltd,"3080 Graham Side Road, RR 2, Ruthven, ON  N0P 2G0",15,Ontario,42.083449,-82.686365
Sunwing Airlines,"27 Fasken Drive, Toronto, ON  M9W 1K6",1,Ontario,43.691422,-79.598196
Syntel Canada Inc.,"48 Yonge Street, Suite 610, Toronto, ON  M5E 1G6",1,Ontario,43.648009,-79.377354
T & S Gignac Farms Ltd,"3610 Highway 59, RR 1, Langton, ON  N0E 1G0",19,Ontario,42.564953,-80.666115
Tawse Winery Inc,"3955 Cherry Avenue, Box 822, Vineland, ON  L0R 2C0",13,Ontario,43.150276,-79.387611
TD Bank Group,"66 Wellington Street West, 14th Floor, TDTW, Toronto, ON  M5K 1A2",2,Ontario,43.649732,-79.375876
Tecalex USA Inc.,"181 Bay Street, Suite 1400, Toronto, ON  M5J 2V1",5,Ontario,43.646714,-79.379284
Teledyne Dalsa,"605 McMurray Road, Waterloo, ON  N2V 2E9",1,Ontario,43.507962,-80.52751
Temple Dance III Productions Limited,"1251 Bridletowne Circle, Scarborough, ON  M1W 1S7",2,Ontario,43.793714,-79.3120163
Tenneco Canada Inc.,"1800 17th Street East, Owen Sound, ON  N4K 5Z9",1,Ontario,44.565133,-80.940549
Terpstra Farms Ltd,"44423 Newry Road, Brussels, ON  N0G 1H0",5,Ontario,43.744171,-81.252702
Terrazzo Mosaic & Tile Company Ltd.,"900 Keele Street, Toronto, ON  M6N 3E7",3,Ontario,43.679208,-79.470362
TG & G Mastronardi,"159 Fraser Road, Leamington, ON  N8H 4E6",42,Ontario,42.0443505,-82.6224555
Thai Plate Restaurant,"179 Memorial Avenue, Orillia, ON  L3V 5X7",2,Ontario,44.598955,-79.424839
Thames River Melons,"765875 Township Road 5, RR 2, Innerkip, ON  N0J 1M0",55,Ontario,43.183188,-80.633406
The Avenue,"10519 Islington Avenue, Vaughan, ON  L0J 1C0",1,Ontario,43.849607,-79.694793
The Bank of New York Mellon Canada,"320 Bay Street, 11th Floor, Toronto, ON  M5H 4A6",1,Ontario,43.649737,-79.380875
The Canadian Rugby Union dba Rugby Canada,"30 East Beaver Creek Road, Suite 110, Richmond Hill, ON  L4B 1J2",1,Ontario,43.857795,-79.382376
The Copper Chimney,"2050 Avenue Road, Toronto, ON  M5M 4A6",1,Ontario,43.73614,-79.420256
The Corner Store Films Inc. o/a Corner Store Films,"317 Adelaide Street West, Suite 1010, Toronto, ON  M5V 1P9",7,Ontario,43.647341,-79.392226
The Cudzo Corporation,"1014 County Road 7, RR 4, Picton, ON  K0K 3L0",2,Ontario,43.948129,-77.423868
The Dance Barre Inc.,"4530 Rhodes Drive, Suite 1, Windsor, ON  N8W 5C2",1,Ontario,42.283262,-82.9644
The Dark Side Studio,"244 Augusta Avenue, Toronto, ON  M5T 2L7",2,Ontario,43.655619,-79.402596
The Exchange Brewery Inc.,"P.O. Box 1880, Niagara-on-the-Lake, ON  L0S 1J0",1,Ontario,43.25351,-79.126832
The Grand Pizzeria & Bar,"The Savoy 334 Richmond Road, Ottawa, ON  K1Z 6X6",1,Ontario,45.3927698,-75.7524503
The Hamilton Hunt Club,"7 Brant Road 22, Caledonia, ON  N3W 2G9",1,Ontario,43.117381,-79.943092
The Hospital For Sick Children,"555 University Avenue, Toronto, ON  M5G 1X8",3,Ontario,43.657513,-79.389305
The Hungry Sumo (Restaurant),"188 First Street, Collingwood, ON  L9Y 1A7",2,Ontario,44.502434,-80.22248
The National Ballet of Canada,"470 Queens Quay West, Toronto, ON  M5V 3K4",6,Ontario,43.637036,-79.39597
The Performance Inc.,"709 Ouellette Avenue, Suite 201, Windsor, ON  N9A 4J4",1,Ontario,42.313878,-83.036746
The Royal Ontario Museum,"100 Queen's Park Crescent, Toronto, ON  M5S 2C6",1,Ontario,43.668573,-79.394186
The School of Toronto Dance Theatre,"80 Winchester Street, Toronto, ON  M4X 1B2",1,Ontario,43.666278,-79.366845
The Steps,"294 Wright Avenue, Toronto, ON  M6R 1L9",3,Ontario,43.644537,-79.453456
The Yoga Centre of Burlington,"541 Brant Street, Burlington, ON  L7R 2G6",1,Ontario,43.327772,-79.800794
Therapure Biopharma,"2585 Meadowpine Boulevard, Mississauga, ON  L5N 8H9",1,Ontario,43.6032832,-79.7781559
Thomadale Farm Ltd,"1281 Napperton Drive, Kerwood, ON  N0M 2B0",1,Ontario,43.065164,-81.752311
Thomas Canning (Maidstone) Ltd,"326 South Talbot Road, RR 1, Maidstone, ON  N0R 1K0",27,Ontario,42.27328,-82.868854
Thompson Potato Farm,"19228 McCowan Road, Mount Albert, ON  L0G 1M0",8,Ontario,44.130915,-79.315231
Thompson's Orchards Ltd,"19863 Charing Cross Road, RR 1, Blenheim, ON  N0P 1A0",13,Ontario,42.297117,-81.923025
Thunder Bay Symphony Orchestra Association Inc.,"P.O. Box 29192, Thunder Bay, ON  P7B 6P9",1,Ontario,48.448581,-89.217048
Thwaites Farms Ltd,"1984 Townline Road, RR 3, Niagara-on-the-Lake, ON  L0S 1J0",67,Ontario,43.25351,-79.126832
Tigchelaar Berry Farms,"3110 Marina Boulevard, Vineland, ON  L0R 2E0",1,Ontario,43.191259,-79.392035
Tim Weel Farms,"12218 County Road 10, RR 2, Stayner, ON  L0M 1S0",17,Ontario,44.4197616577148,-80.089469909668
Timbercreek Asset Management Inc.,"1000 Yonge Street, Suite 500, Toronto, ON  M4W 2K2",1,Ontario,43.675634,-79.389137
Title Entertainment (MSMD) Inc.,"428 Preston Street, 2nd Floor, Ottawa, ON  K1S 4N2",1,Ontario,45.399982,-75.709371
TNS Canada Ltd.,"2 Bloor Street East, Suite 900, Toronto, ON  M4W 3H8",1,Ontario,43.670387,-79.386658
Toebe Construction Company (Canada) Inc.,"215 Eugenie Street West, Suite 1200, Windsor, ON  N9X 2X7",7,Ontario,,
Tokyo Sushi No. 1,"373 Eglinton Avenue West, Toronto, ON  M5N 1A3",1,Ontario,43.704097,-79.410238
Top Tomato Foods,"2931 19th Avenue, Markham, ON  L6C 1L7",2,Ontario,43.922158,-79.376145
Toromont Industries Ltd.,"3131 Highway 7 West, P.O. Box 5511, Concord, ON  L4K 1B7",1,Ontario,,
"Toronto Organizing Committee, 2015 Pan American","Corus Quay - 25 Dockside Drive, 7th Floor, Toronto, ON  M5A 0B5",33,Ontario,43.6542599,-79.3606359
Toronto Raptors Network Ltd.,"307 Lakeshore Avenue East, Toronto, ON  M5A 1C1",1,Ontario,43.647288,-79.36202
Toronto Symphony Orchestra,"212 King Street West, 6th Floor, Toronto, ON  M5H 1K5",7,Ontario,43.647485,-79.386239
Tota Farms,"271 East 1/4 Townline Road, RR 2, Burford, ON  N0E 1A0",30,Ontario,43.096075,-80.437428
Totaro Farms Ltd,"1529 Union Avenue, Box 520, Ruthven, ON  N0P 2G0",13,Ontario,42.083449,-82.686365
Touchpoint Films,"165 John Street, 3rd Floor, Toronto, ON  M5T 1X3",1,Ontario,43.649434,-79.390937
Townsend Fruit Farms Inc,"811 Concession 14, RR 4, Simcoe, ON  N3Y 4K3",50,Ontario,42.874092,-80.302307
Trail Estate Winery,"416 Benway Road, Hillier, ON  K0K 2J0",1,Ontario,43.965324,-77.453238
TransGaming Inc.,"431 King Street West, Suite 600, Toronto, ON  M5V 1K4",1,Ontario,43.645044,-79.39669
"Transwestern Truck Centres, a div of Volvo Group Canada Ing","410-2100 Derry Road West, Mississauga, ON  L5N 0B3",6,Ontario,43.6082198,-79.7536566
Tregunno Fruit Farms Inc,"15176 Niagara Parkway, RR 1, Niagara-on-the-Lake, ON  L0S 1J0",101,Ontario,43.25351,-79.126832
TRI MN Ltd,"354 Windham Road 13, RR 2, Delhi, ON  N4B 2W5",1,Ontario,42.856723,-80.474411
Tricon Capital Group Inc.,"1067 Yonge Street, Toronto, ON  M4W 2L2",1,Ontario,43.678725,-79.3902255
Tricon Television,"786 King Street West, Toronto, ON  M5V 1N6",2,Ontario,43.643345,-79.405417
Trilan Farms,"10858 Longwoods Road, Chatham, ON  N7M 5J7",5,Ontario,42.335634,-81.997584
Trillium Healing Arts Centre,"235 9th Street East, Owen Sound, ON  N4K 1N8",1,Ontario,44.566048,-80.941104
Tristar Electric Inc.,"6068 Netherhart Road, Mississauga, ON  L5T 1N3",1,Ontario,43.662074,-79.641414
Trojan Interior Contracting (2002) Ltd,"242 Lauzon Road, Suite 202, Windsor, ON  N8S 3L6",1,Ontario,42.340165,-82.948109
Troy Transportation Moving and Storage Services Inc.,"1160 Birchmount Road, Unit 4, Scarborough, ON  M1P 2B8",1,Ontario,43.7421115,-79.282629
Truly Green Farms,"11080 Baseline Road, Dresden, ON  N0P 1M0",14,Ontario,42.577142,-82.174695
Trylon,"21 Southfield Drive, Elmira, ON  N3B 0A6",6,Ontario,43.5963661,-80.5605111
TTW Productions Inc.,"800 Industrial Avenue, Suite 6, Ottawa, ON  K1G 4B8",2,Ontario,45.406249,-75.631085
Tupling Farms Ltd,"558452 Mulmur-Melancthon Townline, RR 2, Melancthon, ON  L9V 1X1",5,Ontario,44.1413871,-80.028765
Turtle Island Produce Ltd,"510 Hazen Road, RR 1, Walsingham, ON  N0E 1X0",5,Ontario,42.649488,-80.574629
Twin M Meadows,"788030 Grey Road 13, RR 1, Clarksburg, ON  N0H 1J0",19,Ontario,44.545368,-80.46633
Twin Peaks Hydroponics Inc,"Box 251, Leamington, ON  N8H 3W2",90,Ontario,42.05501,-82.604509
UCC Group Inc.,"262 Galaxy Boulevard, Toronto, ON  M9W 5R8",20,Ontario,43.678367,-79.584915
Umai Sushi Restaurant,"1875 Paris Street, Sudbury, ON  P3E 3C5",1,Ontario,46.4555455,-81.0013535
United Poultry Inc,"107 Hamilton Road, New Hamburg, ON  N3A 2H1",18,Ontario,43.384329,-80.702085
